; CSV, generated by libsigrok4DSL 0.2.0 on Fri May 14 15:21:41 2021
; Channels (2/2)
; Sample rate: 50 MHz
; Sample count: 10 k Samples
I[A], Uout[V]
8.819,12.402
8.740,12.402
8.898,12.402
8.898,12.402
8.819,12.402
8.819,12.402
8.898,12.402
8.819,12.402
8.819,12.402
8.898,12.402
8.898,12.402
8.819,12.402
8.898,12.402
8.898,12.402
8.819,12.402
8.819,12.402
8.819,12.402
8.819,12.402
8.819,12.402
8.819,12.402
8.819,12.402
8.819,12.402
8.898,12.402
8.819,12.402
8.898,12.402
8.819,12.402
8.898,12.402
8.819,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.976,12.402
8.898,12.402
8.898,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.898,12.598
8.976,12.402
8.898,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.976,12.598
8.898,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.898,12.402
8.976,12.598
8.898,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.976,12.402
8.976,12.598
8.976,12.402
8.898,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.976,12.402
8.976,12.598
8.976,12.598
8.976,12.402
8.976,12.598
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.598
8.976,12.598
8.976,12.598
8.976,12.402
8.976,12.598
8.976,12.402
8.976,12.598
8.976,12.795
8.976,12.598
8.976,12.598
8.976,12.402
8.976,12.598
8.976,12.598
8.976,12.598
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.795
8.976,12.402
8.976,12.402
8.976,12.402
9.055,12.402
8.976,12.402
8.976,12.402
8.976,12.598
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
9.055,12.598
9.055,12.402
8.976,12.402
8.976,12.402
8.976,12.402
9.055,12.598
8.976,12.598
8.976,12.598
9.055,12.598
9.055,12.402
8.976,12.598
9.055,12.795
9.055,12.402
8.976,12.402
8.976,12.402
9.055,12.795
8.976,12.598
8.976,12.598
8.976,12.598
9.055,12.795
8.976,12.598
9.055,12.598
8.976,12.402
8.976,12.402
9.055,12.598
9.055,12.795
9.055,12.795
8.976,12.402
8.976,12.402
8.976,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.205
9.134,12.402
9.134,12.402
9.134,12.205
9.134,12.205
9.134,12.205
9.134,12.205
9.134,12.402
9.134,12.205
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.205
9.134,12.402
9.134,12.205
9.213,12.402
9.134,12.402
9.134,12.205
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.205
9.134,12.402
9.055,12.205
9.134,12.205
9.134,12.402
9.134,12.402
9.134,12.205
9.134,12.205
9.134,12.402
9.134,12.205
9.055,12.205
9.134,12.402
9.134,12.402
9.134,12.205
9.213,12.402
9.134,12.205
9.134,12.402
9.134,12.205
9.134,12.205
9.134,12.205
9.213,12.205
9.213,12.402
9.134,12.205
9.134,12.205
9.213,12.205
9.134,12.205
9.134,12.402
9.134,12.402
9.213,12.205
9.134,12.205
9.134,12.402
9.213,12.205
9.134,12.402
9.055,12.402
9.213,12.205
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.205
9.134,12.205
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.205
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.205
9.134,12.402
9.134,12.402
9.134,12.205
9.213,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.205
9.134,12.402
9.213,12.402
9.213,12.402
9.134,12.205
9.134,12.402
9.213,12.205
9.134,12.402
9.213,12.402
9.213,12.402
9.213,12.402
9.213,12.402
9.213,12.402
9.213,12.205
9.134,12.402
9.134,12.402
9.213,12.402
9.213,12.402
9.213,12.402
9.213,12.402
9.213,12.402
9.213,12.205
9.213,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.205
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.213,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.213,12.205
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.213,12.402
9.213,12.402
9.213,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.213,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.402
9.134,12.598
9.134,12.402
9.134,12.402
9.055,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.055,12.402
9.055,12.402
9.134,12.402
9.134,12.402
9.134,12.598
9.134,12.598
9.055,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.134,12.598
9.055,12.598
9.055,12.402
9.134,12.402
9.055,12.402
9.134,12.402
9.055,12.402
9.134,12.598
9.134,12.598
9.055,12.402
9.134,12.598
9.055,12.402
9.055,12.402
9.134,12.402
9.055,12.598
9.134,12.598
9.055,12.598
9.055,12.598
9.055,12.402
9.134,12.795
9.134,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.598
9.134,12.598
9.055,12.402
9.055,12.402
9.055,12.598
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.598
9.055,12.402
9.134,12.402
9.055,12.598
9.055,12.402
9.055,12.598
9.134,12.402
9.055,12.598
9.055,12.402
9.055,12.795
9.055,12.795
9.055,12.402
8.976,12.598
9.055,12.402
8.976,12.402
9.055,12.402
9.055,12.598
9.055,12.598
9.055,12.598
9.055,12.598
9.055,12.402
9.055,12.598
9.055,12.795
9.055,12.795
9.055,12.795
8.976,12.795
8.976,12.795
9.055,12.598
9.055,12.598
9.055,12.795
9.055,12.795
9.055,12.598
8.976,12.402
9.055,12.598
9.055,12.795
9.055,12.402
9.055,12.402
8.976,12.598
9.055,12.402
8.976,12.402
9.055,12.598
9.055,12.598
9.055,12.402
9.055,12.795
9.055,12.598
9.055,12.598
9.055,12.598
9.055,12.598
9.055,12.598
9.055,12.598
9.055,12.795
9.055,12.795
8.976,12.598
8.976,12.402
9.055,12.598
9.055,12.402
9.055,12.795
9.055,12.598
8.976,12.598
9.055,12.402
9.055,12.598
9.055,12.402
9.055,12.402
9.055,12.795
9.055,12.598
8.976,12.598
8.976,12.598
9.055,12.795
9.055,12.598
9.055,12.598
8.976,12.598
8.976,12.598
9.055,12.795
8.976,12.598
8.976,12.402
9.055,12.402
9.055,12.598
9.055,12.598
8.976,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
8.976,12.402
9.055,12.402
9.055,12.402
8.976,12.402
8.976,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.598
9.055,12.598
8.976,12.598
8.976,12.402
9.055,12.795
9.055,12.598
8.976,12.402
8.976,12.402
9.055,12.402
9.055,12.402
8.976,12.402
8.976,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.402
9.055,12.598
9.055,12.402
8.976,12.402
9.055,12.795
8.976,12.402
8.976,12.402
8.976,12.402
9.055,12.598
9.055,12.402
9.055,12.402
9.055,12.402
8.976,12.598
8.976,12.402
8.976,12.402
8.976,12.402
9.055,12.402
9.055,12.402
8.976,12.402
9.055,12.402
8.976,12.402
9.055,12.402
8.976,12.402
8.976,12.402
8.976,12.402
9.055,12.402
8.976,12.402
8.976,12.402
8.976,12.402
9.055,12.402
8.976,12.402
9.055,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
9.055,12.402
8.976,12.402
8.976,12.402
9.055,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.205
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.898,12.205
8.976,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.898,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.898,12.402
8.976,12.402
8.898,12.402
8.976,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.976,12.402
8.976,12.402
8.976,12.402
8.898,12.402
8.898,12.402
8.976,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.898,12.402
8.819,12.402
8.898,12.402
8.898,12.402
8.819,12.402
8.898,12.402
8.898,12.402
8.819,12.402
8.819,12.402
8.898,12.402
8.819,12.402
8.819,12.402
8.898,12.402
8.819,12.402
8.740,12.402
8.898,12.402
8.819,12.402
8.819,12.402
8.819,12.402
8.898,12.402
8.819,12.402
8.740,12.402
8.819,12.402
8.740,12.402
8.819,12.402
8.740,12.402
8.819,12.402
8.819,12.402
8.819,12.402
8.819,12.402
8.740,12.402
8.819,12.402
8.740,12.402
8.740,12.402
8.819,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.819,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.740,12.402
8.661,12.402
8.661,12.402
8.740,12.402
8.740,12.402
8.661,12.402
8.740,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.598
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.402
8.661,12.795
8.661,12.598
8.583,12.402
8.583,12.402
8.661,12.598
8.583,12.402
8.583,12.598
8.661,12.402
8.583,12.402
8.583,12.402
8.583,12.402
8.583,12.598
8.583,12.402
8.583,12.402
8.583,12.598
8.583,12.402
8.583,12.402
8.583,12.402
8.583,12.598
8.583,12.598
8.583,12.598
8.583,12.598
8.583,12.402
8.583,12.402
8.583,12.598
8.583,12.402
8.583,12.598
8.583,12.402
8.504,12.598
8.583,12.598
8.583,12.598
8.504,12.795
8.504,12.795
8.504,12.795
8.504,12.598
8.504,12.795
8.425,12.598
8.504,12.598
8.425,12.795
8.425,12.598
8.425,12.795
8.425,12.598
8.504,12.795
8.425,12.402
8.425,12.598
8.425,12.598
8.425,12.598
8.346,12.598
8.425,12.795
8.504,12.795
8.425,12.598
8.346,12.598
8.425,12.402
8.425,12.402
8.425,12.795
8.425,12.598
8.425,12.795
8.346,12.795
8.346,12.795
8.346,12.795
8.268,12.598
8.268,12.795
8.346,12.795
8.346,12.598
8.268,12.598
8.346,12.795
8.346,12.795
8.268,12.795
8.346,12.598
8.346,12.795
8.268,12.795
8.346,12.795
8.346,12.795
8.268,12.795
8.346,12.598
8.346,12.598
8.268,12.992
8.268,12.795
8.268,12.795
8.346,12.795
8.268,12.795
8.268,12.795
8.268,12.795
8.268,12.795
8.268,12.992
8.268,12.795
8.268,12.795
8.268,12.598
8.268,12.795
8.189,12.795
8.268,12.795
8.268,12.795
8.189,12.795
8.268,12.992
8.189,12.992
8.268,12.795
8.189,12.205
8.268,11.614
8.110,11.220
8.189,10.433
8.189,9.252
8.189,8.268
8.110,7.087
8.110,5.906
8.110,4.528
8.031,3.346
8.110,2.165
8.031,1.181
8.031,0.394
8.031,-0.197
8.031,-0.197
7.953,-0.197
7.953,-0.197
7.953,-0.197
7.953,-0.197
7.874,-0.197
7.874,-0.197
7.795,-0.197
7.795,-0.197
7.795,-0.197
7.795,-0.197
7.717,-0.197
7.717,-0.197
7.717,-0.197
7.638,-0.197
7.638,0.197
7.638,0.394
7.638,0.197
7.559,0.591
7.559,1.378
7.480,0.984
7.559,0.197
7.559,-0.197
7.480,-0.197
7.480,-0.197
7.402,0.394
7.402,0.984
7.402,0.984
7.402,0.197
7.402,-0.197
7.323,-0.197
7.323,-0.197
7.323,0.197
7.323,0.591
7.323,0.591
7.323,0.197
7.323,-0.197
7.244,-0.197
7.244,-0.197
7.244,0.197
7.244,0.591
7.087,0.591
7.165,-0.197
7.087,-0.197
7.087,-0.197
7.087,-0.197
7.087,0.000
7.087,0.591
7.008,0.197
7.008,-0.197
7.008,-0.394
6.929,-0.197
6.929,-0.197
7.008,0.197
7.008,0.197
6.850,0.197
6.850,-0.197
6.850,-0.591
6.772,-0.394
6.850,-0.197
6.772,0.000
6.772,0.000
6.772,-0.197
6.693,-0.591
6.772,-0.591
6.693,-0.394
6.693,-0.197
6.693,-0.197
6.614,-0.197
6.693,-0.591
6.614,-0.787
6.614,-0.787
6.614,-0.591
6.614,-0.394
6.614,-0.394
6.535,-0.591
6.535,-0.984
6.535,-0.984
6.457,-0.984
6.457,-0.591
6.457,-0.394
6.457,-0.591
6.457,-0.984
6.457,-1.181
6.378,-0.984
6.378,-0.984
6.378,-0.591
6.378,-0.984
6.378,-0.984
6.378,-1.378
6.378,-1.378
6.299,-1.181
6.299,-0.984
6.299,-0.984
6.220,-0.984
6.299,-1.378
6.220,-1.378
6.220,-1.378
6.220,-1.181
6.220,-1.181
6.142,-1.181
6.142,-1.575
6.142,-1.772
6.142,-1.772
6.142,-1.575
6.142,-1.378
6.142,-1.378
6.142,-1.772
6.063,-1.772
6.063,-1.772
6.063,-1.772
6.063,-1.772
6.063,-1.378
6.063,-1.772
5.984,-1.772
5.984,-1.969
5.984,-1.969
5.984,-1.772
5.984,-1.772
5.984,-1.772
5.906,-1.969
5.906,-2.165
5.906,-1.969
5.827,-1.969
5.906,-1.969
5.827,-1.969
5.827,-2.165
5.827,-2.165
5.827,-2.165
5.748,-2.165
5.827,-2.165
5.748,-1.969
5.748,-2.165
5.748,-2.165
5.748,-2.559
5.748,-2.165
5.748,-2.165
5.748,-2.165
5.748,-2.165
5.669,-2.165
5.669,-2.559
5.669,-2.559
5.669,-2.559
5.591,-2.559
5.669,-2.165
5.591,-2.559
5.591,-2.559
5.591,-2.559
5.591,-2.559
5.591,-2.559
5.591,-2.559
5.512,-2.559
5.512,-2.559
5.512,-2.559
5.512,-2.559
5.512,-2.559
5.512,-2.559
5.512,-2.559
5.512,-2.559
5.433,-2.756
5.433,-2.559
5.433,-2.756
5.433,-2.559
5.433,-2.559
5.354,-2.559
5.354,-2.756
5.433,-2.559
5.433,-2.756
5.354,-2.559
5.354,-2.756
5.354,-2.559
5.354,-2.559
5.276,-2.559
5.276,-2.756
5.276,-2.756
5.276,-2.559
5.276,-2.559
5.276,-2.756
5.197,-2.756
5.197,-2.756
5.197,-2.756
5.197,-2.559
5.197,-2.559
5.197,-2.756
5.197,-2.756
5.118,-2.756
5.118,-2.756
5.197,-2.756
5.118,-2.559
5.118,-2.559
5.118,-2.756
5.118,-2.756
5.118,-2.756
5.118,-2.559
5.118,-2.756
5.118,-2.559
5.118,-2.559
5.118,-2.559
5.118,-2.756
5.039,-2.756
5.039,-2.559
5.039,-2.559
5.039,-2.559
5.039,-2.559
4.961,-2.756
4.961,-2.559
4.961,-2.559
4.961,-2.559
4.961,-2.559
4.961,-2.559
4.961,-2.559
4.961,-2.559
4.961,-2.756
4.882,-2.559
4.882,-2.559
4.882,-2.559
4.882,-2.559
4.882,-2.559
4.882,-2.559
4.882,-2.559
4.882,-2.559
4.882,-2.559
4.803,-2.559
4.803,-2.559
4.803,-2.559
4.803,-2.559
4.803,-2.559
4.803,-2.559
4.803,-2.559
4.803,-2.559
4.803,-2.559
4.724,-2.559
4.724,-2.559
4.724,-2.559
4.724,-2.559
4.724,-2.559
4.646,-2.559
4.724,-2.559
4.646,-2.362
4.646,-2.559
4.646,-2.559
4.646,-2.559
4.646,-2.559
4.646,-2.559
4.567,-2.559
4.567,-2.559
4.567,-2.362
4.567,-2.362
4.567,-2.165
4.567,-2.559
4.567,-2.362
4.567,-2.362
4.567,-2.165
4.567,-2.165
4.567,-2.362
4.567,-2.165
4.567,-2.165
4.567,-2.362
4.488,-2.165
4.488,-2.165
4.488,-2.165
4.488,-2.165
4.488,-2.165
4.488,-2.165
4.488,-2.165
4.488,-2.165
4.488,-2.165
4.488,-2.165
4.488,-2.165
4.488,-2.165
4.488,-2.362
4.409,-2.165
4.409,-2.165
4.409,-2.165
4.409,-2.165
4.409,-2.165
4.409,-2.165
4.409,-2.362
4.331,-2.165
4.331,-2.165
4.409,-2.165
4.331,-2.165
4.331,-2.165
4.331,-2.165
4.331,-2.165
4.331,-2.165
4.331,-2.165
4.331,-2.165
4.252,-2.165
4.252,-2.165
4.252,-2.165
4.252,-2.165
4.252,-2.165
4.252,-2.165
4.252,-2.165
4.173,-2.165
4.252,-2.362
4.252,-2.165
4.252,-2.165
4.173,-2.362
4.252,-2.165
4.252,-2.165
4.173,-2.559
4.173,-2.165
4.173,-2.165
4.173,-2.362
4.094,-2.362
4.173,-2.362
4.173,-2.362
4.094,-2.362
4.173,-2.559
4.094,-2.559
4.094,-2.362
4.094,-2.559
4.016,-2.559
4.094,-2.559
4.173,-2.559
4.094,-2.559
4.094,-2.559
4.094,-2.559
4.016,-2.559
4.094,-2.559
4.016,-2.559
4.016,-2.559
4.016,-2.559
3.937,-2.559
3.937,-2.559
3.937,-2.559
3.937,-2.559
3.937,-2.559
3.937,-2.559
3.937,-2.559
3.937,-2.559
4.016,-2.559
3.937,-2.559
3.937,-2.559
3.937,-2.559
3.937,-2.559
3.937,-2.756
3.937,-2.756
3.858,-2.559
3.858,-2.756
3.937,-2.756
3.858,-2.756
3.858,-2.756
3.858,-2.756
3.858,-2.756
3.937,-2.756
3.858,-2.756
3.858,-2.756
3.858,-2.756
3.858,-2.953
3.858,-2.756
3.858,-2.953
3.858,-2.953
3.858,-2.756
3.780,-2.756
3.780,-2.953
3.780,-2.953
3.858,-2.953
3.780,-2.953
3.858,-2.953
3.780,-2.953
3.858,-2.953
3.780,-2.953
3.701,-2.953
3.780,-2.953
3.780,-2.953
3.780,-2.953
3.780,-2.953
3.701,-2.953
3.780,-2.953
3.701,-2.953
3.701,-2.953
3.622,-2.953
3.701,-2.953
3.701,-2.953
3.701,-2.953
3.701,-2.953
3.701,-2.953
3.622,-3.150
3.701,-2.953
3.701,-3.150
3.622,-2.953
3.622,-3.150
3.622,-3.346
3.622,-3.150
3.622,-3.150
3.543,-3.150
3.622,-3.346
3.622,-3.346
3.622,-3.346
3.622,-3.150
3.622,-3.346
3.622,-3.346
3.622,-3.346
3.622,-3.150
3.622,-3.150
3.622,-3.150
3.543,-3.346
3.543,-3.346
3.622,-3.346
3.543,-3.346
3.622,-3.150
3.543,-3.346
3.543,-3.346
3.543,-3.346
3.543,-3.346
3.543,-3.346
3.543,-3.150
3.543,-3.346
3.543,-3.346
3.465,-3.346
3.543,-3.150
3.465,-3.346
3.465,-3.150
3.543,-3.346
3.465,-3.346
3.386,-3.150
3.465,-3.346
3.465,-3.150
3.465,-3.150
3.386,-3.150
3.386,-3.150
3.386,-3.150
3.386,-3.150
3.386,-2.953
3.386,-3.150
3.386,-3.150
3.386,-3.150
3.386,-2.953
3.307,-3.150
3.386,-3.150
3.307,-2.953
3.386,-2.953
3.386,-2.953
3.307,-2.953
3.386,-2.953
3.307,-3.150
3.307,-2.953
3.307,-2.953
3.307,-2.953
3.307,-2.953
3.228,-2.953
3.228,-2.953
3.307,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.953
3.228,-2.756
3.228,-2.953
3.228,-2.756
3.228,-2.953
3.150,-2.756
3.228,-2.756
3.150,-2.953
3.150,-2.756
3.150,-2.953
3.150,-2.953
3.150,-2.756
3.071,-2.756
3.150,-2.756
3.150,-2.756
3.150,-2.756
3.071,-2.756
3.150,-2.756
3.071,-2.756
3.150,-2.756
3.071,-2.756
3.071,-2.756
3.071,-2.756
3.071,-2.756
3.071,-2.756
2.992,-2.756
3.071,-2.559
2.992,-2.559
3.071,-2.559
2.992,-2.756
2.992,-2.559
2.992,-2.756
2.992,-2.559
2.992,-2.559
2.992,-2.559
2.913,-2.559
2.992,-2.756
2.992,-2.559
2.992,-2.559
2.913,-2.559
2.992,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.913,-2.559
2.835,-2.559
2.835,-2.559
2.835,-2.559
2.835,-2.559
2.835,-2.559
2.835,-2.559
2.835,-2.559
2.756,-2.559
2.835,-2.559
2.835,-2.559
2.835,-2.559
2.835,-2.559
2.756,-2.559
2.756,-2.559
